Company,Year,Revenue,Broker,Broker_fee,Broker_fee_percentage,D&O Limit,E&O Limit,Price
1784,1/1/2010,17224802,Broker A,8000,0.1,1500000,500000,88000
1787,1/1/2010,13228849,Broker A,5500,0.1,1000000,250000,60500
1797,1/1/2010,18011019,Broker A,8000,0.1,1500000,500000,88000
1798,1/1/2010,9590550,Broker A,4000,0.1,500000,100000,44000
1809,1/1/2010,9270617,Broker A,4000,0.1,500000,100000,44000
1849,1/1/2010,14315058,Broker A,5500,0.1,1000000,250000,60500
1855,1/1/2010,2330883,Broker A,4000,0.1,500000,100000,44000
1875,1/1/2010,17735187,Broker A,8000,0.1,1500000,500000,88000
1885,1/1/2010,18041259,Broker A,8000,0.1,1500000,500000,88000
1898,1/1/2010,18641897,Broker A,8000,0.1,1500000,500000,88000
1922,1/1/2010,17384511,Broker A,8000,0.1,1500000,500000,88000
1924,1/1/2010,14744290,Broker A,5500,0.1,1000000,250000,60500
1948,1/1/2010,2051424,Broker A,4000,0.1,500000,100000,44000
1952,1/1/2010,3942594,Broker A,4000,0.1,500000,100000,44000
1983,1/1/2010,5478997,Broker A,4000,0.1,500000,100000,44000
1993,1/1/2010,8067141,Broker A,4000,0.1,500000,100000,44000
2008,1/1/2010,4259470,Broker A,4000,0.1,500000,100000,44000
2049,1/1/2010,12965823,Broker A,5500,0.1,1000000,250000,60500
2062,1/1/2010,14013272,Broker A,5500,0.1,1000000,250000,60500
2072,1/1/2010,2404720,Broker A,4000,0.1,500000,100000,44000
2089,1/1/2010,3916072,Broker A,4000,0.1,500000,100000,44000
2093,1/1/2010,9433968,Broker A,4000,0.1,500000,100000,44000
2095,1/1/2010,15816228,Broker A,8000,0.1,1500000,500000,88000
2101,1/1/2010,2119694,Broker A,4000,0.1,500000,100000,44000
2105,1/1/2010,18189485,Broker A,8000,0.1,1500000,500000,88000
2106,1/1/2010,18066975,Broker A,8000,0.1,1500000,500000,88000
2109,1/1/2010,6458727,Broker A,4000,0.1,500000,100000,44000
2117,1/1/2010,10640867,Broker A,5500,0.1,1000000,250000,60500
2121,1/1/2010,9127914,Broker A,4000,0.1,500000,100000,44000
2137,1/1/2010,6781116,Broker A,4000,0.1,500000,100000,44000
2150,1/1/2010,11267133,Broker A,5500,0.1,1000000,250000,60500
2152,1/1/2010,4987830,Broker A,4000,0.1,500000,100000,44000
2165,1/1/2010,7832621,Broker A,4000,0.1,500000,100000,44000
2166,1/1/2010,17675433,Broker A,8000,0.1,1500000,500000,88000
2167,1/1/2010,2069380,Broker A,4000,0.1,500000,100000,44000
2173,1/1/2010,5570079,Broker A,4000,0.1,500000,100000,44000
2183,1/1/2010,12707532,Broker A,5500,0.1,1000000,250000,60500
2188,1/1/2010,14666280,Broker A,5500,0.1,1000000,250000,60500
2195,1/1/2010,8818730,Broker A,4000,0.1,500000,100000,44000
2197,1/1/2010,18980719,Broker A,8000,0.1,1500000,500000,88000
2213,1/1/2010,6318066,Broker A,4000,0.1,500000,100000,44000
2215,1/1/2010,7532975,Broker A,4000,0.1,500000,100000,44000
2242,1/1/2010,12396795,Broker A,5500,0.1,1000000,250000,60500
2261,1/1/2010,5247406,Broker A,4000,0.1,500000,100000,44000
2273,1/1/2010,2853695,Broker A,4000,0.1,500000,100000,44000
2285,1/1/2010,14498350,Broker A,5500,0.1,1000000,250000,60500
2286,1/1/2010,8039810,Broker A,4000,0.1,500000,100000,44000
2290,1/1/2010,8925734,Broker A,4000,0.1,500000,100000,44000
2296,1/1/2010,9427897,Broker A,4000,0.1,500000,100000,44000
2325,1/1/2010,8398932,Broker A,4000,0.1,500000,100000,44000
2328,1/1/2010,10883195,Broker A,5500,0.1,1000000,250000,60500
2340,1/1/2010,11663549,Broker A,5500,0.1,1000000,250000,60500
2352,1/1/2010,4646212,Broker A,4000,0.1,500000,100000,44000
2356,1/1/2010,9214125,Broker A,4000,0.1,500000,100000,44000
2418,1/1/2010,15017972,Broker A,8000,0.1,1500000,500000,88000
2431,1/1/2010,12174154,Broker A,5500,0.1,1000000,250000,60500
2441,1/1/2010,6581433,Broker A,4000,0.1,500000,100000,44000
2455,1/1/2010,16080927,Broker A,8000,0.1,1500000,500000,88000
2496,1/1/2010,17880845,Broker A,8000,0.1,1500000,500000,88000
2501,1/1/2010,19810553,Broker A,8000,0.1,1500000,500000,88000
2505,1/1/2010,3785666,Broker A,4000,0.1,500000,100000,44000
2510,1/1/2010,7598282,Broker A,4000,0.1,500000,100000,44000
2522,1/1/2010,17733724,Broker A,8000,0.1,1500000,500000,88000
2524,1/1/2010,13558751,Broker A,5500,0.1,1000000,250000,60500
2530,1/1/2010,3694151,Broker A,4000,0.1,500000,100000,44000
2534,1/1/2010,6333966,Broker A,4000,0.1,500000,100000,44000
2536,1/1/2010,12501107,Broker A,5500,0.1,1000000,250000,60500
2541,1/1/2010,4422067,Broker A,4000,0.1,500000,100000,44000
2565,1/1/2010,19492537,Broker A,8000,0.1,1500000,500000,88000
2569,1/1/2010,8528412,Broker A,4000,0.1,500000,100000,44000
2577,1/1/2010,1811120,Broker A,4000,0.1,500000,100000,44000
2588,1/1/2010,5423100,Broker A,4000,0.1,500000,100000,44000
2592,1/1/2010,4345864,Broker A,4000,0.1,500000,100000,44000
2601,1/1/2010,9892263,Broker A,4000,0.1,500000,100000,44000
2602,1/1/2010,9514412,Broker A,4000,0.1,500000,100000,44000
2612,1/1/2010,11849824,Broker A,5500,0.1,1000000,250000,60500
2615,1/1/2010,15120937,Broker A,8000,0.1,1500000,500000,88000
2645,1/1/2010,7753863,Broker A,4000,0.1,500000,100000,44000
2660,1/1/2010,9539939,Broker A,4000,0.1,500000,100000,44000
2698,1/1/2010,15084793,Broker A,8000,0.1,1500000,500000,88000
2718,1/1/2010,7554676,Broker A,4000,0.1,500000,100000,44000
2719,1/1/2010,8674556,Broker A,4000,0.1,500000,100000,44000
2740,1/1/2010,2836803,Broker A,4000,0.1,500000,100000,44000
2744,1/1/2010,19484896,Broker A,8000,0.1,1500000,500000,88000
2758,1/1/2010,3134490,Broker A,4000,0.1,500000,100000,44000
2766,1/1/2010,4303553,Broker A,4000,0.1,500000,100000,44000
2767,1/1/2010,14066024,Broker A,5500,0.1,1000000,250000,60500
2796,1/1/2010,1379767,Broker A,4000,0.1,500000,100000,44000
2813,1/1/2010,6802577,Broker A,4000,0.1,500000,100000,44000
2817,1/1/2010,2739960,Broker A,4000,0.1,500000,100000,44000
2834,1/1/2010,10201443,Broker A,5500,0.1,1000000,250000,60500
2835,1/1/2010,15180797,Broker A,8000,0.1,1500000,500000,88000
2836,1/1/2010,4592161,Broker A,4000,0.1,500000,100000,44000
2838,1/1/2010,12877611,Broker A,5500,0.1,1000000,250000,60500
2840,1/1/2010,11363460,Broker A,5500,0.1,1000000,250000,60500
2878,1/1/2010,10966896,Broker A,5500,0.1,1000000,250000,60500
2896,1/1/2010,10516305,Broker A,5500,0.1,1000000,250000,60500
2920,1/1/2010,1748879,Broker A,4000,0.1,500000,100000,44000
2940,1/1/2010,11947992,Broker A,5500,0.1,1000000,250000,60500
2948,1/1/2010,15801284,Broker A,8000,0.1,1500000,500000,88000
2965,1/1/2010,17963727,Broker A,8000,0.1,1500000,500000,88000
2975,1/1/2010,16943129,Broker A,8000,0.1,1500000,500000,88000
2976,1/1/2010,14001527,Broker A,5500,0.1,1000000,250000,60500
2984,1/1/2010,3229435,Broker A,4000,0.1,500000,100000,44000
2985,1/1/2010,7015140,Broker A,4000,0.1,500000,100000,44000
2991,1/1/2010,3764473,Broker A,4000,0.1,500000,100000,44000
19,1/1/2010,17252166,Broker B,8000,0.1,1500000,500000,88000
25,1/1/2010,6574747,Broker B,4000,0.1,500000,100000,44000
26,1/1/2010,19248106,Broker B,8000,0.1,1500000,500000,88000
46,1/1/2010,10875664,Broker B,5500,0.1,1000000,250000,60500
61,1/1/2010,11890823,Broker B,5500,0.1,1000000,250000,60500
62,1/1/2010,16622690,Broker B,8000,0.1,1500000,500000,88000
66,1/1/2010,10272835,Broker B,5500,0.1,1000000,250000,60500
69,1/1/2010,11571797,Broker B,5500,0.1,1000000,250000,60500
90,1/1/2010,15541519,Broker B,8000,0.1,1500000,500000,88000
91,1/1/2010,2516396,Broker B,4000,0.1,500000,100000,44000
98,1/1/2010,15520368,Broker B,8000,0.1,1500000,500000,88000
102,1/1/2010,11112196,Broker B,5500,0.1,1000000,250000,60500
108,1/1/2010,14103597,Broker B,5500,0.1,1000000,250000,60500
111,1/1/2010,18683080,Broker B,8000,0.1,1500000,500000,88000
113,1/1/2010,14751102,Broker B,5500,0.1,1000000,250000,60500
120,1/1/2010,2432979,Broker B,4000,0.1,500000,100000,44000
124,1/1/2010,16120407,Broker B,8000,0.1,1500000,500000,88000
153,1/1/2010,14505572,Broker B,5500,0.1,1000000,250000,60500
154,1/1/2010,12468339,Broker B,5500,0.1,1000000,250000,60500
191,1/1/2010,14188477,Broker B,5500,0.1,1000000,250000,60500
194,1/1/2010,19518991,Broker B,8000,0.1,1500000,500000,88000
198,1/1/2010,5934966,Broker B,4000,0.1,500000,100000,44000
210,1/1/2010,3140939,Broker B,4000,0.1,500000,100000,44000
228,1/1/2010,13385691,Broker B,5500,0.1,1000000,250000,60500
236,1/1/2010,9267577,Broker B,4000,0.1,500000,100000,44000
241,1/1/2010,14566958,Broker B,5500,0.1,1000000,250000,60500
242,1/1/2010,13482235,Broker B,5500,0.1,1000000,250000,60500
245,1/1/2010,12189339,Broker B,5500,0.1,1000000,250000,60500
252,1/1/2010,7042757,Broker B,4000,0.1,500000,100000,44000
256,1/1/2010,12288766,Broker B,5500,0.1,1000000,250000,60500
262,1/1/2010,13258270,Broker B,5500,0.1,1000000,250000,60500
274,1/1/2010,15531644,Broker B,8000,0.1,1500000,500000,88000
285,1/1/2010,8027844,Broker B,4000,0.1,500000,100000,44000
305,1/1/2010,15697980,Broker B,8000,0.1,1500000,500000,88000
310,1/1/2010,7642571,Broker B,4000,0.1,500000,100000,44000
312,1/1/2010,19633001,Broker B,8000,0.1,1500000,500000,88000
322,1/1/2010,14021029,Broker B,5500,0.1,1000000,250000,60500
330,1/1/2010,18185256,Broker B,8000,0.1,1500000,500000,88000
331,1/1/2010,8279330,Broker B,4000,0.1,500000,100000,44000
333,1/1/2010,6005112,Broker B,4000,0.1,500000,100000,44000
336,1/1/2010,14824908,Broker B,5500,0.1,1000000,250000,60500
373,1/1/2010,4223188,Broker B,4000,0.1,500000,100000,44000
384,1/1/2010,19503631,Broker B,8000,0.1,1500000,500000,88000
398,1/1/2010,18505472,Broker B,8000,0.1,1500000,500000,88000
403,1/1/2010,8596311,Broker B,4000,0.1,500000,100000,44000
407,1/1/2010,9944382,Broker B,4000,0.1,500000,100000,44000
409,1/1/2010,2483591,Broker B,4000,0.1,500000,100000,44000
435,1/1/2010,16175223,Broker B,8000,0.1,1500000,500000,88000
441,1/1/2010,18097460,Broker B,8000,0.1,1500000,500000,88000
452,1/1/2010,16508697,Broker B,8000,0.1,1500000,500000,88000
461,1/1/2010,11052642,Broker B,5500,0.1,1000000,250000,60500
464,1/1/2010,16993830,Broker B,8000,0.1,1500000,500000,88000
469,1/1/2010,18687127,Broker B,8000,0.1,1500000,500000,88000
483,1/1/2010,16156328,Broker B,8000,0.1,1500000,500000,88000
520,1/1/2010,7240306,Broker B,4000,0.1,500000,100000,44000
525,1/1/2010,6864712,Broker B,4000,0.1,500000,100000,44000
541,1/1/2010,12938858,Broker B,5500,0.1,1000000,250000,60500
549,1/1/2010,18633029,Broker B,8000,0.1,1500000,500000,88000
579,1/1/2010,3252379,Broker B,4000,0.1,500000,100000,44000
583,1/1/2010,12839301,Broker B,5500,0.1,1000000,250000,60500
584,1/1/2010,2323394,Broker B,4000,0.1,500000,100000,44000
585,1/1/2010,8829136,Broker B,4000,0.1,500000,100000,44000
596,1/1/2010,18750791,Broker B,8000,0.1,1500000,500000,88000
599,1/1/2010,3383976,Broker B,4000,0.1,500000,100000,44000
601,1/1/2010,1500654,Broker B,4000,0.1,500000,100000,44000
613,1/1/2010,5787258,Broker B,4000,0.1,500000,100000,44000
629,1/1/2010,18052026,Broker B,8000,0.1,1500000,500000,88000
631,1/1/2010,7981171,Broker B,4000,0.1,500000,100000,44000
633,1/1/2010,11839442,Broker B,5500,0.1,1000000,250000,60500
635,1/1/2010,7296671,Broker B,4000,0.1,500000,100000,44000
636,1/1/2010,6169910,Broker B,4000,0.1,500000,100000,44000
638,1/1/2010,19386530,Broker B,8000,0.1,1500000,500000,88000
649,1/1/2010,2090667,Broker B,4000,0.1,500000,100000,44000
658,1/1/2010,4505298,Broker B,4000,0.1,500000,100000,44000
672,1/1/2010,8884556,Broker B,4000,0.1,500000,100000,44000
683,1/1/2010,14093582,Broker B,5500,0.1,1000000,250000,60500
689,1/1/2010,10348042,Broker B,5500,0.1,1000000,250000,60500
707,1/1/2010,9556480,Broker B,4000,0.1,500000,100000,44000
713,1/1/2010,8985130,Broker B,4000,0.1,500000,100000,44000
726,1/1/2010,2910918,Broker B,4000,0.1,500000,100000,44000
768,1/1/2010,11645097,Broker B,5500,0.1,1000000,250000,60500
776,1/1/2010,8130806,Broker B,4000,0.1,500000,100000,44000
785,1/1/2010,8908509,Broker B,4000,0.1,500000,100000,44000
790,1/1/2010,3332316,Broker B,4000,0.1,500000,100000,44000
808,1/1/2010,15547834,Broker B,8000,0.1,1500000,500000,88000
822,1/1/2010,9666979,Broker B,4000,0.1,500000,100000,44000
844,1/1/2010,3230459,Broker B,4000,0.1,500000,100000,44000
847,1/1/2010,2421239,Broker B,4000,0.1,500000,100000,44000
850,1/1/2010,11198012,Broker B,5500,0.1,1000000,250000,60500
851,1/1/2010,5925346,Broker B,4000,0.1,500000,100000,44000
854,1/1/2010,11545975,Broker B,5500,0.1,1000000,250000,60500
862,1/1/2010,14654936,Broker B,5500,0.1,1000000,250000,60500
873,1/1/2010,12887579,Broker B,5500,0.1,1000000,250000,60500
882,1/1/2010,10844284,Broker B,5500,0.1,1000000,250000,60500
886,1/1/2010,15328217,Broker B,8000,0.1,1500000,500000,88000
888,1/1/2010,8339242,Broker B,4000,0.1,500000,100000,44000
902,1/1/2010,18712227,Broker B,8000,0.1,1500000,500000,88000
905,1/1/2010,1182517,Broker B,4000,0.1,500000,100000,44000
917,1/1/2010,11056227,Broker B,5500,0.1,1000000,250000,60500
927,1/1/2010,15380240,Broker B,8000,0.1,1500000,500000,88000
937,1/1/2010,10888533,Broker B,5500,0.1,1000000,250000,60500
948,1/1/2010,18243398,Broker B,8000,0.1,1500000,500000,88000
955,1/1/2010,9481145,Broker B,4000,0.1,500000,100000,44000
965,1/1/2010,5369216,Broker B,4000,0.1,500000,100000,44000
969,1/1/2010,14553710,Broker B,5500,0.1,1000000,250000,60500
970,1/1/2010,1024390,Broker B,4000,0.1,500000,100000,44000
972,1/1/2010,17028243,Broker B,8000,0.1,1500000,500000,88000
1036,1/1/2010,9413595,Broker B,4000,0.1,500000,100000,44000
